Line number,Character,Off screen,Place,Time,Line,Word count
846,Jules,True,Ext. Motel Room,day,"There's a passage I got memorized, seems appropriate for this situation: Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men...""",36
847,Jules,True,Int. Bathroom,day,"""...blessed is he who, in the name of charity and good will, shepherded the weak through the valley of darkness. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.""",57
848,Vincent,True,Int. Bathroom,day,Friend of yours?,3
849,Jules,True,Int. Bathroom,day,"Yeah, Marvin-Vincent-Vincent-Marvin.",2
850,Fourth Man,False,Int. Apartment,day,Die... die... die... die...!,4
851,Fourth Man,False,Int. Apartment,day,I don't understand –,4
852,Vincent,False,Int. Apartment,day,Why the fuck didn't you tell us about that guy in the bathroom? Slip your mind? Forget he was in there with a goddamn hand cannon?,26
853,Jules,False,Int. Apartment,day,We should be fuckin' dead right now. Did you see that gun he fired at us? It was bigger than him.,21
854,Vincent,False,Int. Apartment,day,.357.,1
855,Jules,False,Int. Apartment,day,We should be fuckin' dead!,5
856,Vincent,False,Int. Apartment,day,"Yeah, we were lucky.",4
857,Jules,False,Int. Apartment,day,That shit wasn't luck. That shit was somethin' else.,9
858,Vincent,False,Int. Apartment,day,"Yeah, maybe.",2
859,Jules,False,Int. Apartment,day,That was... divine intervention. You know what divine intervention is?,10
860,Vincent,False,Int. Apartment,day,"Yeah, I think so. That means God came down from Heaven and stopped the bullets.",15
861,Jules,False,Int. Apartment,day,"Yeah, man, that's what is means. That's exactly what it means! God came down from Heaven and stopped the bullets.",20
862,Vincent,False,Int. Apartment,day,I think we should be going now.,7
863,Jules,False,Int. Apartment,day,Don't do that! Don't you fuckin' do that! Don't blow this shit off! What just happened was a fuckin' miracle!,20
864,Vincent,False,Int. Apartment,day,"Chill the fuck out, Jules, this shit happens.",8
865,Jules,False,Int. Apartment,day,"Wrong, wrong, this shit doesn't just happen.",7
866,Vincent,False,Int. Apartment,day,"Do you wanna continue this theological discussion in the car, or at the jailhouse with the cops?",17
867,Jules,False,Int. Apartment,day,"We should be fuckin' dead now, my friend! We just witnessed a miracle, and I want you to fuckin' acknowledge it!",21
868,Vincent,False,Int. Apartment,day,"Okay man, it was a miracle, can we leave now?",10
869,Vincent,False,Int. Nova (Moving),morning,"...Ever seen that show ""COPS?"" I was watchin' it once and this cop was on it who was talkin' about this time he got into this gun fight with a guy in a hallway. He unloads on this guy and he doesn't hit anything. And these guys were in a hallway. It's a freak, but it happens.",57
870,Jules,False,Int. Nova (Moving),morning,"If you wanna play blind man, then go walk with a Shepherd. But me, my eyes are wide fuckin' open.",20
871,Vincent,False,Int. Nova (Moving),morning,What the fuck does that mean?,6
872,Jules,False,Int. Nova (Moving),morning,"That's it for me. For here on in, you can consider my ass retired.",14
873,Vincent,False,Int. Nova (Moving),morning,Jesus Christ!,2
874,Jules,False,Int. Nova (Moving),morning,Don't blaspheme!,2
875,Vincent,False,Int. Nova (Moving),morning,"Goddammit, Jules –",3
876,Jules,False,Int. Nova (Moving),morning,– I said don't do that –,7
877,Vincent,False,Int. Nova (Moving),morning,– you're fuckin' freakin' out!,5
878,Jules,False,Int. Nova (Moving),morning,I'm tellin' Marsellus today I'm through.,6
879,Vincent,False,Int. Nova (Moving),morning,"While you're at it, be sure to tell 'im why.",10
880,Jules,False,Int. Nova (Moving),morning,"Don't worry, I will.",4
881,Vincent,False,Int. Nova (Moving),morning,"I'll bet ya ten thousand dollars, he laughs his ass off.",11
882,Jules,False,Int. Nova (Moving),morning,I don't give a damn if he does.,8
883,Vincent,False,Int. Nova (Moving),morning,"Marvin, what do you make of all this?",8
884,Marvin,False,Int. Nova (Moving),morning,I don't even have an opinion.,6
885,Vincent,False,Int. Nova (Moving),morning,"C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?",14
886,Jules,False,Int. Nova (Moving),morning,What the fuck's happening?,4
887,Vincent,False,Int. Nova (Moving),morning,I just accidentally shot Marvin in the throat.,8
888,Jules,False,Int. Nova (Moving),morning,Why the fuck did you do that?,7
889,Vincent,False,Int. Nova (Moving),morning,I didn't mean to do it. I said it was an accident.,12
890,Jules,False,Int. Nova (Moving),morning,I've seen a lot of crazy-ass shit in my time –,11
891,Vincent,False,Int. Nova (Moving),morning,"– chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off.",20
892,Jules,False,Int. Nova (Moving),morning,The car didn't hit no motherfuckin' bump!,7
893,Vincent,False,Int. Nova (Moving),morning,"Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!",17
894,Jules,False,Int. Nova (Moving),morning,Look at this mess! We're drivin' around on a city street in broad daylight –,15
895,Vincent,False,Int. Nova (Moving),morning,"– I know, I know, I wasn't thinkin' about the splatter.",11
896,Jules,False,Int. Nova (Moving),morning,"Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.",31
897,Vincent,False,Int. Nova (Moving),morning,Can't we just take it to a friendly place?,9
898,Jules,False,Int. Nova (Moving),morning,"This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley.",14
899,Vincent,False,Int. Nova (Moving),morning,"Well, don't look at me, this is your town, Jules.",10
900,Vincent,False,Int. Nova (Moving),morning,Who ya callin'?,3
901,Jules,False,Int. Nova (Moving),morning,A buddy of mine in Toluca Lake.,7
902,Vincent,False,Int. Nova (Moving),morning,Where's Toluca Lake.,3
903,Jules,False,Int. Nova (Moving),morning,"On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818. Jimmie! How you doin' man, it's Jules. Listen up man, me an' my homeboy are in some serious shit. We're in a car we gotta get off the road, pronto! I need to use your garage for a couple hours.",72
904,Jules,False,Int. Jimmie'S Bathroom,day,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,21
905,Vincent,False,Int. Jimmie'S Bathroom,day,"If he kicks us out, whadda we do?",8
906,Jules,False,Int. Jimmie'S Bathroom,day,"Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.",37
907,Vincent,False,Int. Jimmie'S Bathroom,day,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,17
908,Jules,False,Int. Jimmie'S Bathroom,day,"Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.",28
909,Vincent,False,Int. Jimmie'S Bathroom,day,"If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.",20
910,Jules,False,Int. Jimmie'S Bathroom,day,What the fuck did you just do to his towel?,10
911,Vincent,False,Int. Jimmie'S Bathroom,day,I was just dryin' my hands.,6
912,Jules,False,Int. Jimmie'S Bathroom,day,You're supposed to wash 'em first.,6
913,Vincent,False,Int. Jimmie'S Bathroom,day,You watched me wash 'em.,5
914,Jules,False,Int. Jimmie'S Bathroom,day,I watched you get 'em wet.,6
915,Vincent,False,Int. Jimmie'S Bathroom,day,"I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.",21
916,Jules,False,Int. Jimmie'S Bathroom,day,"I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.",93
917,Jules,False,Int. Jimmie'S Bathroom,day,"Jules, you ask me nice like that, no problem. He's your friend, you handle him.",15
918,Jules,False,Int. Jimmie'S Kitchen,morning,"Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?",30
919,Jimmie,False,Int. Jimmie'S Kitchen,morning,"Knock it off, Julie.",4
920,Jules,False,Int. Jimmie'S Kitchen,morning,What?,1
921,Jimmie,False,Int. Jimmie'S Kitchen,morning,"I'm not a cobb or corn, so you can stop butterin' me up. I don't need you to tell me how good my coffee is. I'm the one who buys it, I know how fuckin' good it is. When Bonnie goes shoppin;, she buys shit. I buy the gourmet expensive stuff 'cause when I drink it, I wanna taste it. But what's on my mind at this moment isn't the coffee in my kitchen, it's the dead nigger in my garage.",81
922,Jules,False,Int. Jimmie'S Kitchen,morning,Jimmie –,2
923,Jimmie,False,Int. Jimmie'S Kitchen,morning,"– I'm talkin'. Now let me ask you a question, Jules. When you drove in here, did you notice a sign out front that said, ""Dead nigger storage?""",28
924,Jimmie,False,Int. Jimmie'S Kitchen,morning,"– answer to question. Did you see a sign out in front of my house that said, ""Dead nigger storage?""",20
925,Jules,False,Int. Jimmie'S Kitchen,morning,"Naw man, I didn't.",4
926,Jimmie,False,Int. Jimmie'S Kitchen,morning,You know why you didn't see that sign?,8
927,Jules,False,Int. Jimmie'S Kitchen,morning,Why?,1
928,Jimmie,False,Int. Jimmie'S Kitchen,morning,'Cause storin' dead niggers ain't my fuckin' business!,8
929,Jimmie,False,Int. Jimmie'S Kitchen,morning,"– I ain't through! Now don't you understand that if Bonnie comes home and finds a dead body in her house, I'm gonna get divorced. No marriage counselor, no trial separation – fuckin' divorced. And I don't wanna get fuckin' divorced. The last time me an' Bonnie talked about this shit was gonna be the last time me an' Bonnie talked about this shit. Now I wanna help ya out Julie, I really do. But I ain't gonna lose my wife doin' it.",83
930,Jules,False,Int. Jimmie'S Kitchen,morning,Jimmie –,2
931,Jimmie,False,Int. Jimmie'S Kitchen,morning,"– don't fuckin' Jimmie me, man, I can't be Jimmied. There's nothin' you can say that's gonna make me forget I love my wife. Now she's workin' the graveyard shift at the hospital. She'll be comin' home in less than an hour and a half. Make your phone calls, talk to your people, than get the fuck out of my house.",61
932,Jules,False,Int. Jimmie'S Kitchen,morning,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.,22
933,Jimmie,False,Int. Jimmie'S Kitchen,morning,Then I suggest you get to it. Phone's in my bedroom.,11
934,Marsellus,False,Int. Marsellus Wallace'S Dining Room,morning,"...well, say she comes home. Whaddya think she'll do? No fuckin' shit she'll freak. That ain't no kinda answer. You know 'er, I don't. How bad, a lot or a little?",31
935,Jules,False,Int. Jimmie'S Bedroom,morning,"You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.",44
936,Marsellus,False,Int. Jimmie'S Bedroom,morning,"I've grasped that, Jules. All I'm doin' is contemplating the ""ifs.""",11
937,Jules,False,Int. Jimmie'S Bedroom,morning,"I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""",43
938,Marsellus,False,Int. Jimmie'S Bedroom,morning,"You ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for The Wolf, who should be comin' directly.",28
939,Jules,False,Int. Jimmie'S Bedroom,morning,You sendin' The Wolf?,4
940,Marsellus,False,Int. Jimmie'S Bedroom,morning,Feel better?,2
941,Jules,False,Int. Jimmie'S Bedroom,morning,"Shit Negro, that's all you had to say.",8
942,The Wolf,False,Int. Hotel Suite,morning,Is she the hysterical type? When she due? Give me the principals' names again? Jules...,15
943,The Wolf,False,Int. Hotel Suite,morning,...Vincent... Jimmie... Bonnie...,3
944,The Wolf,False,Int. Hotel Suite,morning,Expect a call around 10:30. It's about thirty minutes away. I'll be there in ten.,15
945,The Wolf,False,Int. Jimmie'S House,morning,"You're Jimmie, right? This is your house?",7
946,Jimmie,False,Int. Jimmie'S House,morning,Yeah.,1
947,The Wolf,False,Int. Jimmie'S House,morning,"I'm Winston Wolf, I solve problems.",6
948,Jimmie,False,Int. Jimmie'S House,morning,"Good, 'cause we got one.",5
949,The Wolf,False,Int. Jimmie'S House,morning,So I heard. May I come in?,7
950,Jimmie,False,Int. Jimmie'S House,morning,Please do.,2
951,The Wolf,False,Int. Jimmie'S House,morning,"You must be Jules, which would make you Vincent. Let's get down to brass tacks, gentlemen. If I was informed correctly, the clock is ticking, is that right, Jimmie?",29
952,Jimmie,False,Int. Jimmie'S House,morning,100%.,1
953,The Wolf,False,Int. Jimmie'S House,morning,"Your wife, Bonnie... ...comes home at 9:30 in the AM, is that correct?",13
954,Jimmie,False,Int. Jimmie'S House,morning,Uh-huh.,1
955,The Wolf,False,Int. Jimmie'S House,morning,"I was led to believe if she comes home and finds us here, she wouldn't appreciate it none too much.",20
956,Jimmie,False,Int. Jimmie'S House,morning,She won't at that.,4
957,The Wolf,False,Int. Jimmie'S House,morning,"That gives us forty minutes to get the fuck outta Dodge, which, if you do what I say when I say it, should by plenty. Now you got a corpse in a car, minus a head, in a garage. Take me to it.",43
958,The Wolf,False,Int. Jimmie'S Garage,morning,Jimmie?,1
959,Jimmie,False,Int. Jimmie'S Garage,morning,Yes.,1
960,The Wolf,False,Int. Jimmie'S Garage,morning,"Do me a favor, will ya? Thought I smelled some coffee in there. Would you make me a cup?",19
961,Jimmie,False,Int. Jimmie'S Garage,morning,"Sure, how do you take it?",6
962,The Wolf,False,Int. Jimmie'S Garage,morning,"Lotsa cream, lotsa sugar.",4
963,The Wolf,False,Int. Jimmie'S Garage,morning,"About the car, is there anything I need to know? Does it stall, does it make a lot of noise, does it smoke, is there gas in it, anything?",29
964,Jules,False,Int. Jimmie'S Garage,morning,"Aside from how it looks, the car's cool.",8
965,The Wolf,False,Int. Jimmie'S Garage,morning,Positive? Don't get me out on the road and I find out the brake lights don't work.,17
966,Jules,False,Int. Jimmie'S Garage,morning,"Hey man, as far as I know, the motherfucker's tip-top.",10
967,The Wolf,False,Int. Jimmie'S Garage,morning,"Good enough, let's go back to the kitchen.",8
968,The Wolf,False,Int. Kitchen,morning,"Thank you, Jimmie.",3
969,The Wolf,False,Int. Kitchen,morning,"Okay first thing, you two. Take the body, stick it in the trunk. Now Jimmie, this looks to be a pretty domesticated house. That would lead me to believe that in the garage or under the sink, you got a bunch of cleansers and cleaners and shit like that, am I correct?",52
970,Jimmie,False,Int. Kitchen,morning,Yeah. Exactly. Under the sink.,5
971,The Wolf,False,Int. Kitchen,morning,"Good. What I need you two fellas to do is take those cleaning products and clean the inside of the car. And I'm talkin' fast, fast, fast. You need to go in the backseat, scoop up all those little pieces of brain and skull. Get it out of there. Wipe down the upholstery – now when it comes to upholstery, it don't need to be spic and span, you don't need to eat off it. Give it a good once over. What you need to take care of are the really messy parts. The pools of blood that have collected, you gotta soak that shit up. But the windows are a different story. Them you really clean. Get the Windex, do a good job. Now Jimmie, we need to raid your linen closet. I need blankets, I need comforters, I need quilts, I need bedspreads. The thicker the better, the darker the better. No whites, can't use 'em. We need to camouflage the interior of the car. We're gonna line the front seat and the backseat and the floor boards with quilts and blankets. If a cop stops us and starts stickin' his big snout in the car, the subterfuge won't last. But at a glance, the car will appear to be normal. Jimmie – lead the way, boys – get to work.",223
972,Vincent,False,Int. Kitchen,morning,"A ""please"" would be nice.",5
973,The Wolf,False,Int. Kitchen,morning,Come again?,2
974,Vincent,False,Int. Kitchen,morning,"I said a ""please"" would be nice.",7
975,The Wolf,False,Int. Kitchen,morning,"Set is straight, Buster. I'm not here to say ""please.""I'm here to tell you want to do. And if self- preservation is an instinct you possess, you better fuckin' do it and do it quick. I'm here to help. If my help's not appreciated, lotsa luck gentlemen.",47
976,Jules,False,Int. Kitchen,morning,"It ain't that way, Mr. Wolf. Your help is definitely appreciated.",11
977,Vincent,False,Int. Kitchen,morning,I don't mean any disrespect. I just don't like people barkin' orders at me.,14
978,The Wolf,False,Int. Kitchen,morning,"If I'm curt with you, it's because time is a factor. I think fast, I talk fast, and I need you guys to act fast if you want to get out of this. So pretty please, with sugar on top, clean the fuckin' car.",44
979,The Wolf,False,Int. Jimmie'S Bedroom,morning,"It's a 1974 Chevy Nova. White. Nothin', except for the mess inside. About twenty minutes. Nobody who'll be missed. You're a good man, Joe. See ya soon. How we comin', Jimmie?",31
980,Jimmie,False,Int. Jimmie'S Bedroom,morning,"Mr. Wolf, you gotta understand somethin' –",7
981,The Wolf,False,Int. Jimmie'S Bedroom,morning,"– Winston, Jimmie – please, Winston.",6
982,Jimmie,False,Int. Jimmie'S Bedroom,morning,"You gotta understand something, Winston. I want to help you guys out and all, but that's my best linen. It was a wedding present from my Uncle Conrad and Aunt Ginny, and they ain't with us anymore –",38
983,The Wolf,False,Int. Jimmie'S Bedroom,morning,"– let me ask you a question, if you don't mind?",11
984,Jimmie,False,Int. Jimmie'S Bedroom,morning,Sure.,1
985,The Wolf,False,Int. Jimmie'S Bedroom,morning,Were you Uncle Conrad and Aunt Ginny millionaires?,8
986,Jimmie,False,Int. Jimmie'S Bedroom,morning,No.,1
987,The Wolf,False,Int. Jimmie'S Bedroom,morning,"Well, your Uncle Marsellus is. And I'm positive if Uncle Conrad and Aunt Ginny were millionaires, they would've furnished you with a whole bedroom set, which your Uncle Marsellus is more than happy to do. I like oak myself, that's what's in my bedroom. How 'bout you Jimmie, you an oak man?",52
988,Jimmie,False,Int. Jimmie'S Bedroom,morning,Oak's nice.,2
989,Jules,False,Int. Garage,morning,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,15
990,Vincent,False,Int. Garage,morning,"Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?",19
991,Jules,False,Int. Garage,morning,"Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.",31
992,Vincent,False,Int. Garage,morning,"I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow.",54
993,Jules,False,Int. Garage,morning,"You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back? You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.",61
994,The Wolf,False,Int. Chevy Nova,morning,"Fine job, gentlemen. We may get out of this yet.",10
995,Jimmie,False,Int. Chevy Nova,morning,I can't believe that's the same car.,7
996,The Wolf,False,Int. Chevy Nova,morning,"Well, let's not start suckin' each other's dicks quite yet. Phase one is complete, clean the car, which moves us right along to phase two, clean you two.",28
997,The Wolf,False,Ext. Jimmie'S Backyard,morning,Strip.,1
998,Vincent,False,Ext. Jimmie'S Backyard,morning,All the way?,3
999,The Wolf,False,Ext. Jimmie'S Backyard,morning,To your bare ass.,4
1000,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Quickly gentlemen, we got about fifteen minutes before Jimmie's better- half comes pulling into the driveway.",16
1001,Jules,False,Ext. Jimmie'S Backyard,morning,This morning air is some chilly shit.,7
1002,Vincent,False,Ext. Jimmie'S Backyard,morning,Are you sure this is absolutely necessary?,7
1003,The Wolf,False,Ext. Jimmie'S Backyard,morning,You know what you two look like?,7
1004,Vincent,False,Ext. Jimmie'S Backyard,morning,What?,1
1005,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Like a couple of guys who just blew off somebody's head. Yes, strippin' off those bloody rags is absolutely necessary. Toss the clothes in Jim's garbage bag.",27
1006,Jules,False,Ext. Jimmie'S Backyard,morning,"Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.",23
1007,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Don't worry, we're takin' it with us. Jim, the soap.",10
1008,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Okay gentlemen, you're both been to County before, I'm sure. Here it comes.",13
1009,Jules,False,Ext. Jimmie'S Backyard,morning,"Goddamn, that water's fuckin' cold!",5
1010,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Better you than me, gentlemen.",5
1011,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Don't be afraid of the soap, spread it around.",9
1012,The Wolf,False,Ext. Jimmie'S Backyard,morning,Towel 'em.,2
1013,The Wolf,False,Ext. Jimmie'S Backyard,morning,"You're dry enough, give 'em their clothes.",7
1014,The Wolf,False,Ext. Jimmie'S Backyard,morning,"Perfect. Perfect. We couldn't've planned this better. You guys look like... what do they look like, Jimmie?",17
1015,Jimmie,False,Ext. Jimmie'S Backyard,morning,Dorks. They look like a couple of dorks.,8
1016,Jules,False,Ext. Jimmie'S Backyard,morning,"Ha ha ha. They're your clothes, motherfucker.",7
1017,Jimmie,False,Ext. Jimmie'S Backyard,morning,I guess you just gotta know how to wear them.,10
1018,Jules,False,Ext. Jimmie'S Backyard,morning,"Yeah, well, our asses ain't the expert on wearin' dorky shit that your is.",14
1019,The Wolf,False,Ext. Jimmie'S Backyard,morning,"C'mon, gentlemen, we're laughin' and jokin' our way into prison. Don't make me beg.",14
1020,The Wolf,False,Int. Jimmie'S Garage,morning,"Gentlemen, let's get our rules of the road straight. We're going to a place called Monster Joe's Truck and Tow. Monster Joe and his daughter Raquel are sympathetic to out dilemma. The place is North Hollywood, so a few twist and turns aside, we'll be goin' up Hollywood Way. Now I'll drive the tainted car. Jules, you ride with me. Vincent, you follow in my Porsche. Now if we cross the path of any John Q. Laws, nobody does a fuckin' thing 'til I do something.",86
1021,Jules,False,Int. Jimmie'S Garage,morning,Don't do shit unless –,5
1022,The Wolf,False,Int. Jimmie'S Garage,morning,– unless what?,3
1023,Jules,False,Int. Jimmie'S Garage,morning,Unless you do it first.,5
1024,The Wolf,False,Int. Jimmie'S Garage,morning,"Spoken like a true prodigy. How 'bout you, Lash Larue? Can you keep your spurs from jingling and jangling?",19
1025,Vincent,False,Int. Jimmie'S Garage,morning,"I'm cool, Mr. Wolf. My gun just went off, I dunno how.",12
1026,The Wolf,False,Int. Jimmie'S Garage,morning,"Fair enough. I drive real fuckin' fast, so keep up. If I get my car back any different than I gave it, Monster Joe's gonna be disposing of two bodies.",30
1027,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,We cool?,2
1028,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,Like it never happened.,4
1029,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,"Boys, this is Raquel. Someday, all this will be hers.",10
1030,Raquel,False,Ext. Monster Joe'S Truck And Tow,morning,"Hi. You know, if they ever do ""I SPY: THE MOTION PICTURE,"" you guys, I'd be great. What's with the outfits. You guys going to a volleyball game?",28
1031,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,I'm takin' m'lady out to breakfast. Maybe I can drop you two off. Where do you live?,17
1032,Vincent,False,Ext. Monster Joe'S Truck And Tow,morning,Redondo Beach.,2
1033,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,Inglewood.,1
1034,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,"It's your future: I see... a cab ride. Sorry guys, move out of the sticks. Say goodbye, Raquel.",18
1035,Raquel,False,Ext. Monster Joe'S Truck And Tow,morning,"Goodbye, Raquel.",2
1036,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,"I'll see you two around, and stay outta trouble, you crazy kids.",12
1037,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,Mr. Wolf.,2
1038,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,I was a pleasure watchin' you work.,7
1039,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,Call me Winston.,3
1040,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,"You hear that, young lady? Respect. You could lean a lot from those two fine specimens. Respect for one's elders shows character.",22
1041,Raquel,False,Ext. Monster Joe'S Truck And Tow,morning,I have character.,3
1042,Winston,False,Ext. Monster Joe'S Truck And Tow,morning,Just because you are a character doesn't mean you have character.,11
1043,Raquel,False,Ext. Monster Joe'S Truck And Tow,morning,"Oh you're so funny, oh you're so funny.",8
1044,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,Wanna share a cab?,4
1045,Vincent,False,Ext. Monster Joe'S Truck And Tow,morning,You know I could go for some breakfast. Want to have breakfast with me?,14
1046,Jules,False,Ext. Monster Joe'S Truck And Tow,morning,Sure.,1
1047,Vincent,False,Int. Coffee Shop,morning,Thanks a bunch. Want a sausage?,6
1048,Jules,False,Int. Coffee Shop,morning,"Naw, I don't eat pork.",5
1049,Vincent,False,Int. Coffee Shop,morning,Are you Jewish?,3
1050,Jules,False,Int. Coffee Shop,morning,"I ain't Jewish man, I just don't dig on swine.",10
1051,Vincent,False,Int. Coffee Shop,morning,Why not?,2
1052,Jules,False,Int. Coffee Shop,morning,They're filthy animals. I don't eat filthy animals.,8
1053,Vincent,False,Int. Coffee Shop,morning,Sausages taste good. Pork chops taste good.,7
1054,Jules,False,Int. Coffee Shop,morning,"A sewer rat may taste like pumpkin pie. I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.",47
1055,Vincent,False,Int. Coffee Shop,morning,How about dogs? Dogs eat their own feces.,8
1056,Jules,False,Int. Coffee Shop,morning,I don't eat dog either.,5
1057,Vincent,False,Int. Coffee Shop,morning,"Yes, but do you consider a dog to be a filthy animal?",12
1058,Jules,False,Int. Coffee Shop,morning,"I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way.",26
1059,Vincent,False,Int. Coffee Shop,morning,"So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?",18
1060,Jules,False,Int. Coffee Shop,morning,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,19
1061,Vincent,False,Int. Coffee Shop,morning,Good for you. Lighten up a little. You been sittin' there all quiet.,13
1062,Jules,False,Int. Coffee Shop,morning,I just been sittin' here thinkin'.,6
1063,Vincent,False,Int. Coffee Shop,morning,About what?,2
1064,Jules,False,Int. Coffee Shop,morning,The miracle we witnessed.,4
1065,Vincent,False,Int. Coffee Shop,morning,The miracle you witnessed. I witnessed a freak occurrence.,9
1066,Jules,False,Int. Coffee Shop,morning,Do you know that a miracle is?,7
1067,Vincent,False,Int. Coffee Shop,morning,An act of God.,4
1068,Jules,False,Int. Coffee Shop,morning,What's an act of God?,5
1069,Vincent,False,Int. Coffee Shop,morning,"I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies.",22
1070,Jules,False,Int. Coffee Shop,morning,"Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.",69
1071,Vincent,False,Int. Coffee Shop,morning,But why?,2
1072,Jules,False,Int. Coffee Shop,morning,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,16
1073,Vincent,False,Int. Coffee Shop,morning,"So you're serious, you're really gonna quit?",7
1074,Jules,False,Int. Coffee Shop,morning,"The life, most definitely.",4
1075,Patron,False,Int. Coffee Shop,morning,Garcon! Coffee!,2
1076,Vincent,False,Int. Coffee Shop,morning,"So if you're quitting the life, what'll you do?",9
1077,Jules,False,Int. Coffee Shop,morning,"That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.",22
1078,Vincent,False,Int. Coffee Shop,morning,"What do you mean, walk the earth?",7
1079,Jules,False,Int. Coffee Shop,morning,"You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.",18
